mot-clé_(mc),url,trafic,position,volumeh,volume_ads,allintitle,cpc,comp.,kgr,kvi,maj_serp,si_informational,si_navigational,si_transactional,si_commercial,si_local,si_brand,sugg._ortho.,sugg._ortho._avec_redir.
"location minipelle 2.5t","https://www.batamat.com/Batamat/detail_produit/56","1","76","5","50","","1.18","0.32","","20","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"entretien compresseur de chantier","https://www.batamat.com/Batamat/detail_produit/97","1","71","20","20","","1.1063","0.8571","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"location mini pelle 57","https://www.batamat.com/Batamat/detail_produit/81","1","68","10","10","","0.7763","0.3929","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"location mini pelle 60","https://www.batamat.com/Batamat/detail_produit/60","1","74","10","10","10","","","1","15","OLDER_THAN_2_MONTHS","","","","","","","",""
"télescopique 17m","https://www.batamat.com/Batamat/category/1","1","87","30","30","","0.6525","0.7092","","28","OLDER_THAN_2_MONTHS","","","","","","","",""
"chariot telescopique 17m","https://www.batamat.com/Batamat/detail_produit/110","1","83","10","10","","1.5034","0.381","","17","OLDER_THAN_2_MONTHS","","","","","","","",""
"consommation carburant pelleteuse","https://www.batamat.com/Batamat/detail_produit/76","1","93","10","10","","","0","","8","OLDER_THAN_2_MONTHS","","","","","","","",""
"compresseur thermique avec génératrice","https://www.batamat.com/Batamat/detail_produit/97","1","95","10","10","1","0.83","1","0.1","27","OLDER_THAN_2_MONTHS","","","","","","","",""
"marteau piqueur leger","https://www.batamat.com/Batamat/detail_actu/28","1","93","40","40","","0.5611","1","","24","OLDER_THAN_2_MONTHS","","","","","","","",""
"chargeuse articulée télescopique","https://www.batamat.com/Batamat/detail_produit/35","1","84","20","20","","12.4","0.44","","4","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"pied dameur","https://www.batamat.com/Batamat/detail_produit/94","1","88","30","30","","0.0619","0.8111","","24","OLDER_THAN_2_MONTHS","","","","","","","",""
"pelle 60 tonnes","https://www.batamat.com/Batamat/detail_produit/60","1","97","90","90","","","0.04","","7","OLDER_THAN_2_MONTHS","","","","","","","",""
"location groupe électrogène 6 kva","https://www.batamat.com/Batamat/detail_produit/175","1","68","10","10","","2.5587","1","","36","OLDER_THAN_2_MONTHS","","","","","","","",""
"chariot telescopique 12m","https://www.batamat.com/Batamat/detail_produit/108","1","80","30","30","","1.0831","1","","12","OLDER_THAN_2_MONTHS","","","","","","","",""
"manitou rotatif 25 m","https://www.batamat.com/Batamat/detail_produit/110","1","96","70","70","","","0.15","","24","OLDER_THAN_2_MONTHS","","","","","","","",""
"nacelle électrique 12m","https://www.batamat.com/Batamat/detail_produit/102","1","93","50","50","","1","0.54","","32","OLDER_THAN_2_MONTHS","","","","","","","",""
"mini pelle 3.5t","https://www.batamat.com/Batamat/detail_produit/137","1","96","140","140","","1","0.85","","18","OLDER_THAN_2_MONTHS","","","","","","","",""
"compacteur à pied de mouton","https://www.batamat.com/Batamat/detail_produit/94","1","91","30","30","","","0.7302","","26","OLDER_THAN_2_MONTHS","true","false","false","true","true","false","",""
"bull chargeur","https://www.batamat.com/Batamat/detail_produit/131","1","91","40","40","","0.2251","0.2899","","5","OLDER_THAN_2_MONTHS","false","false","false","true","false","false","",""
"mini pelle sur chenille","https://www.batamat.com/Batamat/detail_produit/56","1","83","50","50","","1.7","1","","20","OLDER_THAN_2_MONTHS","","","","","","","",""
"mini pelle 2.5 t fiche technique","https://www.batamat.com/Batamat/detail_produit/56","1","98","70","70","","1.43","0.08","","20","OLDER_THAN_2_MONTHS","true","false","false","true","false","false","",""
"pilonneuse diesel","https://www.batamat.com/Batamat/detail_produit/63","1","87","10","10","","","1","","27","OLDER_THAN_2_MONTHS","","","","","","","",""
"nacelle electrique 12m","https://www.batamat.com/Batamat/detail_produit/102","1","88","50","50","","1","0.54","","33","OLDER_THAN_2_MONTHS","","","","","","","",""
"manitou telescopique 18m","https://www.batamat.com/Batamat/detail_produit/109","1","88","50","50","","0.96","0.53","","20","OLDER_THAN_2_MONTHS","","","","","","","",""
"location nacelle articulé","https://www.batamat.com/Batamat/detail_produit/99","1","94","50","50","","1.6182","0.4116","","31","OLDER_THAN_2_MONTHS","","","","","","","",""
"mini pelle 2.5t prix","https://www.batamat.com/Batamat/detail_produit/56","1","83","20","20","","","0.5071","","17","OLDER_THAN_2_MONTHS","","","","","","","",""
"mini pelle 3.5t prix","https://www.batamat.com/Batamat/detail_produit/82","1","79","10","10","","0.4332","0.7669","","23","OLDER_THAN_2_MONTHS","","","","","","","",""
"nacelle articulée 17m","https://www.batamat.com/Batamat/detail_produit/101","","13","","","","","","","7","2026-07-26","","","","","","","",""
"nacelle ciseaux 22m","https://www.batamat.com/Batamat/detail_produit/116","","28","","","","","","","25","2026-07-26","true","false","false","false","false","false","",""
"location de plaques de roulage","https://www.batamat.com/Batamat/detail_produit/179","","10","","","","","","","15","2026-07-23","true","false","false","false","true","false","",""
"ou assurer une mini pelle","https://www.batamat.com/Batamat/detail_produit/57","","53","","","","","","","16","2026-07-21","true","false","false","false","false","false","",""
"caces ou les passer","https://www.batamat.com/Batamat/detail_actu/19","","26","","","","","","","33","2026-07-18","true","false","false","false","false","false","",""
"passer les caces","https://www.batamat.com/Batamat/detail_actu/19","","4","","","","","","","19","2026-06-15","true","false","false","false","false","false","",""
"synonime obtenir","https://www.batamat.com/Batamat/detail_actu/19","","41","","","","","","","48","2026-06-07","true","false","false","false","false","false","","synonyme obtenir"
"compactage synonyme","https://www.batamat.com/","","30","","","","","","","47","2026-06-03","true","false","false","false","false","false","",""
"marteaux électriques","https://www.batamat.com/Batamat/detail_actu/28","","19","","","","","","","42","2026-06-01","true","false","true","false","false","false","",""
"permis casses","https://www.batamat.com/Batamat/detail_actu/19","","9","","","","","","","20","2026-05-30","true","false","false","false","false","false","","permis caces"
"comment passer son caces","https://www.batamat.com/Batamat/detail_actu/19","","3","","","","","","","21","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"comment choisir marteau piqueur","https://www.batamat.com/Batamat/detail_actu/28","","4","","","","","","","21","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"micropelle","https://www.batamat.com/Batamat/detail_produit/56","","54","","","","","","","26","OLDER_THAN_2_MONTHS","true","false","true","false","true","false","",""
"pelle a pneus","https://www.batamat.com/Batamat/sub_categorie/26","","52","","","","","","","31","OLDER_THAN_2_MONTHS","true","false","true","false","false","false","",""
"brh prix location","https://www.batamat.com/Batamat/detail_produit/87","","65","","","","","","","23","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"prix location nacelle pontarlier","https://www.batamat.com/Batamat/detail_produit/102","","21","","","","","","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"prix location nacelle pontarlier","https://www.batamat.com/Batamat/detail_produit/100","","61","","","","","","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"location nacelle brest prix","https://www.batamat.com/Batamat/detail_produit/100","","75","","","","","","","13","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"location bétonnière 300l","https://www.batamat.com/Batamat/detail_produit/219","","49","","","","","","","14","OLDER_THAN_2_MONTHS","false","false","true","false","false","false","",""
"location mini pelle salmat","https://www.batamat.com/Batamat/detail_produit/81","","23","","","","","","","21","OLDER_THAN_2_MONTHS","true","true","false","false","true","true","",""
"location mini pelle salmat","https://www.batamat.com/Batamat/detail_produit/60","","39","","","","","","","21","OLDER_THAN_2_MONTHS","true","true","false","false","true","true","",""
"location mini pelle salmat","https://www.batamat.com/Batamat/detail_produit/84","","58","","","","","","","21","OLDER_THAN_2_MONTHS","true","true","false","false","true","true","",""
"location mini pelle salmat","https://www.batamat.com/Batamat/detail_produit/80","","61","","","","","","","21","OLDER_THAN_2_MONTHS","true","true","false","false","true","true","",""
"location mini pelle salmat","https://www.batamat.com/Batamat/detail_produit/76","","63","","","","","","","21","OLDER_THAN_2_MONTHS","true","true","false","false","true","true","",""
"location pelle 17t","https://www.batamat.com/Batamat/detail_produit/84","","2","","","","","","","20","OLDER_THAN_2_MONTHS","","","","","","","",""
"location betonniere 350l prix","https://www.batamat.com/Batamat/detail_produit/219","","29","","","","","","","17","OLDER_THAN_2_MONTHS","","","","","","","",""
"location nacelle locatoumat","https://www.batamat.com/Batamat/detail_produit/112","","47","","","","","","","31","OLDER_THAN_2_MONTHS","true","true","false","false","true","true","",""
"location nacelle locatoumat","https://www.batamat.com/Batamat/detail_produit/100","","62","","","","","","","31","OLDER_THAN_2_MONTHS","true","true","false","false","true","true","",""
"location nacelle tractable 12m","https://www.batamat.com/Batamat/detail_produit/112","","53","","","","","","","20","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"pelle a pneu 16t","https://www.batamat.com/Batamat/sub_categorie/26","","46","","","","","","","4","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"micro pelle 800 kg prix","https://www.batamat.com/Batamat/detail_produit/56","","7","","","","","","","24","OLDER_THAN_2_MONTHS","true","false","true","false","false","false","micro pelle 800kg prix",""
"pelle à pneu avec rototilt","https://www.batamat.com/Batamat/sub_categorie/26","","61","","","","","","","1","OLDER_THAN_2_MONTHS","false","false","true","false","false","false","",""
"mini pelle 800 kg avec brh","https://www.batamat.com/Batamat/detail_produit/56","","19","","","","","","","15","OLDER_THAN_2_MONTHS","","","","","","","",""
"mini-pelle brh location","https://www.batamat.com/Batamat/detail_produit/88","","37","","","","","","","25","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"mini pelle brh location","https://www.batamat.com/Batamat/detail_produit/88","","36","","","","","","","26","OLDER_THAN_2_MONTHS","","","","","","","",""
"prix location nacelle ciseau","https://www.batamat.com/Batamat/detail_produit/61","","5","","","","","","","22","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"prix location brh","https://www.batamat.com/Batamat/detail_produit/87","","8","","","","","","","12","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"prix nacelle ciseaux location","https://www.batamat.com/Batamat/detail_produit/61","","7","","","3","","","","22","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"location de plaque de roulage lille","https://www.batamat.com/Batamat/detail_produit/179","","2","","","","","","","7","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"vente location plaque de roulage lille","https://www.batamat.com/Batamat/detail_produit/179","","2","","","","","","","7","OLDER_THAN_2_MONTHS","","","","","","","",""
"location plaques de protection de sol lille","https://www.batamat.com/Batamat/detail_produit/179","","3","","","","","","","7","OLDER_THAN_2_MONTHS","false","false","false","false","true","false","",""
"location de pelle à chenilles avec chauffeur lille","https://www.batamat.com/Batamat/detail_produit/80","","4","","","","","","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"achat de plaque de roulage lille","https://www.batamat.com/Batamat/detail_produit/179","","4","","","","","","","7","OLDER_THAN_2_MONTHS","true","false","false","false","true","false","",""
"location bull lille","https://www.batamat.com/","","6","","","","","","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"location plaques piétons lille","https://www.batamat.com/Batamat/detail_produit/179","","6","","","","","","","7","OLDER_THAN_2_MONTHS","false","false","false","false","true","false","",""
"location tombereau lille","https://www.batamat.com/Batamat/detail_produit/159","","6","","","","","","","4","OLDER_THAN_2_MONTHS","","","","","","","",""
"prix location camion nacelle 16m","https://www.batamat.com/Batamat/detail_produit/104","","7","","","","","","","22","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"location pelle chenille pneu lille","https://www.batamat.com/Batamat/detail_produit/84","","8","","","","","","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"location de plaque de roulage toulouse","https://www.batamat.com/Batamat/detail_produit/179","","8","","","","","","","7","OLDER_THAN_2_MONTHS","","","","","","","",""
"location de dumper avec chauffeur lille","https://www.batamat.com/Batamat/detail_produit/52","","9","","","","","","","1","OLDER_THAN_2_MONTHS","true","false","true","false","true","false","",""
"location de dumper avec chauffeur béthune","https://www.batamat.com/Batamat/detail_produit/53","","10","","","","","","","1","OLDER_THAN_2_MONTHS","true","false","false","false","true","false","",""
"location de mecalac arras","https://www.batamat.com/","","12","","","","","","","4","OLDER_THAN_2_MONTHS","","","","","","","",""
"location de pelle à chenilles avec chauffeur béthune","https://www.batamat.com/Batamat/detail_produit/60","","12","","","","","","","1","OLDER_THAN_2_MONTHS","true","false","false","false","true","false","",""
"location de plaque de roulage nice","https://www.batamat.com/Batamat/detail_produit/179","","14","","","","","","","19","OLDER_THAN_2_MONTHS","false","false","true","false","true","false","",""
"location de plaque de roulage marseille","https://www.batamat.com/Batamat/detail_produit/179","","14","","","","","","","19","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"location de dumper avec chauffeur béthune","https://www.batamat.com/Batamat/detail_produit/52","","15","","","","","","","1","OLDER_THAN_2_MONTHS","true","false","false","false","true","false","",""
"location passerelle tp lille","https://www.batamat.com/","","15","","","","","","","1","OLDER_THAN_2_MONTHS","false","false","false","false","true","false","",""
